zone_datetime,timestamp,carbon_intensity_avg,fossilFuelPercentage
2022-08-02T20:00:00.000Z,1659475808.0,452.0,67.95
2022-08-02T21:00:00.000Z,1659478508.5,451.0,67.63
2022-08-02T22:00:00.000Z,1659482107.5,449.0,67.39
2022-08-02T23:00:00.000Z,1659485708.0,449.0,67.49
2022-08-03T00:00:00.000Z,1659489308.0,451.0,67.96
2022-08-03T01:00:00.000Z,1659492908.0,455.0,68.77
2022-08-03T02:00:00.000Z,1659496507.5,458.0,69.11
2022-08-03T03:00:00.000Z,1659500107.0,457.0,68.96
2022-08-03T04:00:00.000Z,1659503708.0,453.0,67.92
2022-08-03T05:00:00.000Z,1659507307.0,446.0,66.61
2022-08-03T06:00:00.000Z,1659512707.5,442.0,65.7475
2022-08-03T08:00:00.000Z,1659518107.5,425.0,62.82
2022-08-03T09:00:00.000Z,1659521707.5,422.0,62.36999999999999
2022-08-03T10:00:00.000Z,1659525310.5,420.0,62.18
2022-08-03T11:00:00.000Z,1659528908.5,424.0,62.82
2022-08-03T12:00:00.000Z,1659531608.0,428.0,63.77
2022-08-03T14:00:00.000Z,1659539786.5,441.0,66.15
2022-08-03T15:00:00.000Z,1659543389.0,447.0,67.26
2022-08-03T16:00:00.000Z,1659546088.0,450.0,67.66
2022-08-03T17:00:00.000Z,1659551491.0,452.0,68.03
2022-08-03T19:00:00.000Z,1659557788.5,453.0,68.28
2022-08-03T20:00:00.000Z,1659562286.0,451.0,67.87
2022-08-03T21:00:00.000Z,1659564987.0,451.0,67.95
2022-08-03T22:00:00.000Z,1659568587.0,448.0,67.37
2022-08-03T23:00:00.000Z,1659572186.0,448.0,67.46
2022-08-04T00:00:00.000Z,1659575786.5,451.0,67.94
2022-08-04T01:00:00.000Z,1659579386.5,497.0,76.55
2022-08-04T02:00:00.000Z,1659582986.0,504.0,77.54
2022-08-04T03:00:00.000Z,1659586586.0,506.0,77.59
2022-08-04T04:00:00.000Z,1659590186.0,495.0,75.24
2022-08-04T05:00:00.000Z,1659593785.0,482.0,72.44
2022-08-04T06:00:00.000Z,1659597385.0,478.0,71.44
2022-08-04T07:00:00.000Z,1659600985.0,432.0,63.91
2022-08-04T08:00:00.000Z,1659604585.0,426.0,62.84
2022-08-04T09:00:00.000Z,1659608185.5,424.0,62.62
2022-08-04T10:00:00.000Z,1659611785.5,424.0,62.64999999999999
2022-08-04T11:00:00.000Z,1659615385.5,425.0,62.97999999999999
2022-08-04T12:00:00.000Z,1659618986.0,431.0,64.05
2022-08-04T13:00:00.000Z,1659622586.0,436.0,65.21
2022-08-04T14:00:00.000Z,1659626185.0,488.0,73.17
2022-08-04T15:00:00.000Z,1659630686.0,501.0,75.31
2022-08-04T16:00:00.000Z,1659633385.5,508.0,76.83
2022-08-04T17:00:00.000Z,1659636988.0,511.0,77.87
2022-08-04T18:00:00.000Z,1659640586.0,492.0,75.5
2022-08-04T19:00:00.000Z,1659644249.0,507.0,78.22
2022-08-04T20:00:00.000Z,1659648686.0,504.0,78.04
2022-08-04T21:00:00.000Z,1659651385.0,506.0,78.57
2022-08-04T22:00:00.000Z,1659654985.0,505.0,78.38
2022-08-04T23:00:00.000Z,1659658586.0,504.0,78.4
2022-08-05T00:00:00.000Z,1659662186.5,502.0,78.16
2022-08-05T01:00:00.000Z,1659665785.5,499.0,77.22
2022-08-05T02:00:00.000Z,1659670285.0,506.0,78.1
2022-08-05T03:00:00.000Z,1659672985.5,507.0,78.04
2022-08-05T04:00:00.000Z,1659676585.0,496.0,75.62
2022-08-05T05:00:00.000Z,1659680185.0,487.0,73.36
2022-08-05T06:00:00.000Z,1659683785.0,482.0,71.92
2022-08-05T07:00:00.000Z,1659687385.0,459.0,68.29
2022-08-05T08:00:00.000Z,1659690985.0,458.0,67.91
2022-08-05T09:00:00.000Z,1659694585.5,455.0,67.47
2022-08-05T10:00:00.000Z,1659698186.0,451.0,65.84
2022-08-05T11:00:00.000Z,1659701785.0,458.0,68.26
2022-08-05T12:00:00.000Z,1659706285.0,463.0,69.29
2022-08-05T13:00:00.000Z,1659708986.0,475.0,71.03
2022-08-05T14:00:00.000Z,1659712586.0,492.0,73.96
2022-08-05T15:00:00.000Z,1659716185.5,507.0,76.35
2022-08-05T16:00:00.000Z,1659719786.0,513.0,77.9
2022-08-05T17:00:00.000Z,1659723385.5,517.0,79.02
2022-08-05T18:00:00.000Z,1659726986.0,518.0,79.78
2022-08-05T19:00:00.000Z,1659730586.0,515.0,79.55
2022-08-05T20:00:00.000Z,1659734185.5,512.0,79.28
2022-08-05T21:00:00.000Z,1659737785.0,511.0,79.39
2022-08-05T22:00:00.000Z,1659741385.5,511.0,79.48
2022-08-05T23:00:00.000Z,1659744986.0,511.0,79.53
2022-08-06T00:00:00.000Z,1659748586.0,510.0,79.5
2022-08-06T01:00:00.000Z,1659752185.0,506.0,78.41
2022-08-06T02:00:00.000Z,1659755785.0,513.0,79.36
2022-08-06T03:00:00.000Z,1659759385.5,514.0,79.08
2022-08-06T04:00:00.000Z,1659762985.5,502.0,76.51
2022-08-06T05:00:00.000Z,1659766585.0,489.0,73.84
2022-08-06T06:00:00.000Z,1659770185.0,482.0,72.25
2022-08-06T07:00:00.000Z,1659773785.0,466.0,69.54
2022-08-06T08:00:00.000Z,1659777385.0,461.0,68.75
2022-08-06T09:00:00.000Z,1659780985.5,456.0,67.83
2022-08-06T10:00:00.000Z,1659784585.5,455.0,67.97
2022-08-06T11:00:00.000Z,1659788185.0,460.0,69.02
2022-08-06T12:00:00.000Z,1659791785.0,468.0,70.4
2022-08-06T13:00:00.000Z,1659795385.5,478.0,71.88
2022-08-06T14:00:00.000Z,1659798986.0,488.0,73.6
2022-08-06T15:00:00.000Z,1659802585.0,504.0,76.21
2022-08-06T16:00:00.000Z,1659806185.0,512.0,77.96
2022-08-06T17:00:00.000Z,1659809785.0,515.0,78.81
2022-08-06T18:00:00.000Z,1659813385.0,513.0,79.2
2022-08-06T19:00:00.000Z,1659816985.5,510.0,78.94
2022-08-06T20:00:00.000Z,1659820585.0,507.0,78.63
2022-08-06T21:00:00.000Z,1659824185.0,506.0,78.72
2022-08-06T22:00:00.000Z,1659827785.0,507.0,78.83
2022-08-06T23:00:00.000Z,1659831385.5,506.0,78.93
2022-08-07T00:00:00.000Z,1659834985.5,506.0,78.81
2022-08-07T01:00:00.000Z,1659838586.0,503.0,78.06
2022-08-07T02:00:00.000Z,1659842185.5,511.0,78.98
2022-08-07T03:00:00.000Z,1659845785.0,509.0,78.45
2022-08-07T04:00:00.000Z,1659849385.0,497.0,75.84
2022-08-07T05:00:00.000Z,1659852985.0,487.0,73.61
2022-08-07T06:00:00.000Z,1659856585.5,479.0,71.88
2022-08-07T07:00:00.000Z,1659860185.0,467.0,69.82
2022-08-07T08:00:00.000Z,1659863785.0,460.0,68.74
2022-08-07T09:00:00.000Z,1659868285.0,456.0,68.09
2022-08-07T10:00:00.000Z,1659871885.0,455.0,68.1
2022-08-07T11:00:00.000Z,1659874585.0,459.0,68.83
2022-08-07T12:00:00.000Z,1659878185.5,468.0,70.39
2022-08-07T13:00:00.000Z,1659881785.0,478.0,71.87
2022-08-07T14:00:00.000Z,1659885385.5,486.0,73.19
2022-08-07T15:00:00.000Z,1659888985.5,504.0,76.09
2022-08-07T16:00:00.000Z,1659892586.0,514.0,78.09
2022-08-07T17:00:00.000Z,1659897085.3333333,518.3333333333334,79.38333333333334
2022-08-07T18:00:00.000Z,1659900686.0,519.0,79.88
2022-08-07T19:00:00.000Z,1659903385.5,513.0,79.34
2022-08-07T20:00:00.000Z,1659906985.5,511.0,79.05
2022-08-07T21:00:00.000Z,1659910586.0,510.0,79.09
2022-08-07T22:00:00.000Z,1659914185.0,508.0,78.92
2022-08-07T23:00:00.000Z,1659917786.5,508.0,79.05
2022-08-08T00:00:00.000Z,1659921385.5,507.0,78.88
2022-08-08T01:00:00.000Z,1659924985.0,505.0,78.33
2022-08-08T02:00:00.000Z,1659928585.0,513.0,79.32
2022-08-08T03:00:00.000Z,1659933085.0,513.0,79.04
2022-08-08T04:00:00.000Z,1659935785.5,501.0,76.44
2022-08-08T05:00:00.000Z,1659939385.0,490.0,73.92
2022-08-08T06:00:00.000Z,1659942985.5,483.0,72.39
2022-08-08T07:00:00.000Z,1659946585.0,467.0,69.76
2022-08-08T08:00:00.000Z,1659950185.0,460.0,68.67
2022-08-08T09:00:00.000Z,1659953785.5,455.0,68.0
2022-08-08T10:00:00.000Z,1659957385.5,456.0,68.12
2022-08-08T11:00:00.000Z,1659960985.0,461.0,69.23
2022-08-08T12:00:00.000Z,1659964586.0,470.0,70.71
2022-08-08T13:00:00.000Z,1659968185.5,480.0,72.17
2022-08-08T14:00:00.000Z,1659971786.5,492.0,74.13
2022-08-08T15:00:00.000Z,1659977186.25,509.0,76.775
2022-08-08T17:00:00.000Z,1659982586.0,519.0,79.3
2022-08-08T18:00:00.000Z,1659986186.5,517.0,79.56
2022-08-08T19:00:00.000Z,1659989787.0,511.0,79.05
2022-08-08T20:00:00.000Z,1659993386.0,507.0,78.58
2022-08-08T21:00:00.000Z,1659996986.0,509.0,78.95
2022-08-08T22:00:00.000Z,1660000586.0,508.0,78.95
2022-08-08T23:00:00.000Z,1660004186.0,509.0,79.15
2022-08-09T00:00:00.000Z,1660007785.5,507.0,78.91
2022-08-09T01:00:00.000Z,1660011385.5,509.0,78.87
2022-08-09T02:00:00.000Z,1660014985.5,516.0,79.61
2022-08-09T03:00:00.000Z,1660018585.0,514.0,79.15
2022-08-09T04:00:00.000Z,1660022185.5,505.0,76.98
2022-08-09T05:00:00.000Z,1660025785.0,496.0,74.79
2022-08-09T06:00:00.000Z,1660029385.0,487.0,72.97
2022-08-09T07:00:00.000Z,1660032985.0,468.0,69.86
2022-08-09T08:00:00.000Z,1660036585.0,461.0,68.71
2022-08-09T09:00:00.000Z,1660040185.0,456.0,68.06
2022-08-09T10:00:00.000Z,1660043785.5,456.0,68.13
2022-08-09T11:00:00.000Z,1660047385.5,461.0,69.11
2022-08-09T12:00:00.000Z,1660050985.5,470.0,70.71
2022-08-09T13:00:00.000Z,1660054585.5,480.0,72.09
2022-08-09T14:00:00.000Z,1660058185.5,491.0,73.84
2022-08-09T15:00:00.000Z,1660061785.5,506.0,76.36
2022-08-09T16:00:00.000Z,1660065386.0,513.0,78.04
2022-08-09T17:00:00.000Z,1660068986.5,515.0,78.81
2022-08-09T18:00:00.000Z,1660072586.0,515.0,79.45
2022-08-09T19:00:00.000Z,1660076186.0,513.0,79.54
2022-08-09T20:00:00.000Z,1660079785.5,512.0,79.35
2022-08-09T21:00:00.000Z,1660083386.0,511.0,79.4
2022-08-09T22:00:00.000Z,1660086988.0,511.0,79.44
2022-08-09T23:00:00.000Z,1660091486.0,509.0,79.37
2022-08-10T00:00:00.000Z,1660094185.0,507.0,79.0
2022-08-10T01:00:00.000Z,1660097785.0,510.0,79.27
2022-08-10T02:00:00.000Z,1660101385.0,517.0,79.92
2022-08-10T03:00:00.000Z,1660104985.0,517.0,79.67
2022-08-10T04:00:00.000Z,1660108584.5,507.0,77.33
2022-08-10T05:00:00.000Z,1660111285.0,497.0,75.17
2022-08-10T06:00:00.000Z,1660115784.5,491.0,73.75
2022-08-10T07:00:00.000Z,1660119385.0,472.0,70.56
2022-08-10T08:00:00.000Z,1660122985.0,465.0,69.43
2022-08-10T09:00:00.000Z,1660126585.0,459.0,68.67
2022-08-10T10:00:00.000Z,1660130185.0,458.0,68.69
2022-08-10T11:00:00.000Z,1660133785.5,461.0,69.31
2022-08-10T12:00:00.000Z,1660137385.0,468.0,70.46
2022-08-10T13:00:00.000Z,1660140085.0,479.0,72.02
2022-08-10T14:00:00.000Z,1660144585.5,491.0,74.0
2022-08-10T15:00:00.000Z,1660148185.5,504.0,76.28
2022-08-10T16:00:00.000Z,1660151785.5,513.0,78.07
2022-08-10T17:00:00.000Z,1660155385.5,516.0,79.02
2022-08-10T18:00:00.000Z,1660158985.5,516.0,79.66
2022-08-10T19:00:00.000Z,1660162585.5,513.0,79.64
2022-08-10T20:00:00.000Z,1660166185.5,511.0,79.44
2022-08-10T21:00:00.000Z,1660169785.0,511.0,79.55
2022-08-10T22:00:00.000Z,1660173385.0,510.0,79.48
2022-08-10T23:00:00.000Z,1660176985.0,509.0,79.38
2022-08-11T00:00:00.000Z,1660180585.0,508.0,79.33
2022-08-11T02:00:00.000Z,1660187784.5,519.0,80.33
2022-08-11T03:00:00.000Z,1660191385.0,519.0,80.11
2022-08-11T04:00:00.000Z,1660194985.0,509.0,77.82
2022-08-11T05:00:00.000Z,1660198585.0,500.0,75.7
2022-08-11T06:00:00.000Z,1660203086.0,494.0,74.3
2022-08-11T07:00:00.000Z,1660205784.5,474.0,71.11
2022-08-11T08:00:00.000Z,1660213884.5714285,468.0,70.14
2022-08-11T12:00:00.000Z,1660224686.0,471.0,71.01
2022-08-11T13:00:00.000Z,1660227385.0,481.0,72.41
2022-08-11T14:00:00.000Z,1660230985.5,490.0,73.86
2022-08-11T15:00:00.000Z,1660234585.0,504.0,76.3
2022-08-11T16:00:00.000Z,1660238185.0,514.0,78.27
2022-08-11T17:00:00.000Z,1660241785.5,516.0,79.02
2022-08-11T18:00:00.000Z,1660245385.0,516.0,79.67
2022-08-11T19:00:00.000Z,1660248986.0,514.0,79.61
2022-08-11T20:00:00.000Z,1660252585.0,512.0,79.61
2022-08-11T21:00:00.000Z,1660256185.5,511.0,79.62
2022-08-11T22:00:00.000Z,1660259784.5,510.0,79.54
2022-08-11T23:00:00.000Z,1660263385.0,510.0,79.64
2022-08-12T00:00:00.000Z,1660266985.0,510.0,79.49
2022-08-12T01:00:00.000Z,1660270585.0,512.0,79.63
2022-08-12T02:00:00.000Z,1660275085.0,519.0,80.36
2022-08-12T03:00:00.000Z,1660277785.0,521.0,80.31
2022-08-12T04:00:00.000Z,1660282285.0,512.0,78.21
2022-08-12T05:00:00.000Z,1660284984.0,500.0,75.72
2022-08-12T06:00:00.000Z,1660289485.0,496.0,74.65
2022-08-12T07:00:00.000Z,1660292185.0,478.0,71.65
2022-08-12T08:00:00.000Z,1660295785.0,469.0,70.21
2022-08-12T09:00:00.000Z,1660299384.5,464.0,69.53
2022-08-12T10:00:00.000Z,1660302985.0,462.0,69.27
2022-08-12T11:00:00.000Z,1660306585.0,467.0,70.13
2022-08-12T12:00:00.000Z,1660310185.0,473.0,71.33
2022-08-12T13:00:00.000Z,1660313785.0,484.0,72.79
2022-08-12T14:00:00.000Z,1660317385.0,491.0,74.0
2022-08-12T15:00:00.000Z,1660320984.5,504.0,76.16
2022-08-12T16:00:00.000Z,1660324585.0,513.0,78.02
2022-08-12T17:00:00.000Z,1660328185.0,516.0,78.93
2022-08-12T18:00:00.000Z,1660331785.0,515.0,79.41
2022-08-12T19:00:00.000Z,1660335385.0,512.0,79.29
2022-08-12T20:00:00.000Z,1660338985.0,511.0,79.31
2022-08-12T21:00:00.000Z,1660342585.5,510.0,79.23
2022-08-12T22:00:00.000Z,1660346185.5,508.0,79.05
2022-08-12T23:00:00.000Z,1660349785.0,509.0,79.19
2022-08-13T00:00:00.000Z,1660353385.5,510.0,79.37
2022-08-13T01:00:00.000Z,1660356984.5,509.0,78.98
2022-08-13T02:00:00.000Z,1660361486.0,516.0,79.75
2022-08-13T03:00:00.000Z,1660364185.0,514.0,79.11
2022-08-13T04:00:00.000Z,1660367784.5,507.0,77.38
2022-08-13T05:00:00.000Z,1660372285.0,496.0,74.96
2022-08-13T06:00:00.000Z,1660374984.5,489.0,73.39
2022-08-13T07:00:00.000Z,1660378584.5,475.0,71.24
2022-08-13T08:00:00.000Z,1660382185.0,466.0,69.9
2022-08-13T09:00:00.000Z,1660385785.0,461.0,69.06
2022-08-13T10:00:00.000Z,1660389385.0,460.0,68.91
2022-08-13T11:00:00.000Z,1660392984.5,464.0,69.54
2022-08-13T12:00:00.000Z,1660396585.0,471.0,70.8
2022-08-13T13:00:00.000Z,1660400185.0,482.0,72.32
2022-08-13T14:00:00.000Z,1660403784.5,489.0,73.45
2022-08-13T15:00:00.000Z,1660407385.0,502.0,75.65
2022-08-13T16:00:00.000Z,1660410985.0,510.0,77.41
2022-08-13T17:00:00.000Z,1660413685.0,517.0,79.04
2022-08-13T18:00:00.000Z,1660419084.0,517.0,79.69
2022-08-13T19:00:00.000Z,1660421784.5,512.0,79.12
2022-08-13T20:00:00.000Z,1660425385.0,509.0,78.85
2022-08-13T21:00:00.000Z,1660428985.0,508.0,78.89
2022-08-13T22:00:00.000Z,1660432585.0,508.0,78.96
2022-08-13T23:00:00.000Z,1660436185.0,509.0,79.28
2022-08-14T00:00:00.000Z,1660439785.0,509.0,79.29
2022-08-14T01:00:00.000Z,1660444285.0,507.0,78.61
2022-08-14T02:00:00.000Z,1660446085.0,513.0,79.31
2022-08-14T03:00:00.000Z,1660449685.0,514.0,79.05
2022-08-14T04:00:00.000Z,1660454185.5,506.0,77.18
2022-08-14T05:00:00.000Z,1660457785.0,493.0,74.55
2022-08-14T06:00:00.000Z,1660460484.0,489.0,73.52
2022-08-14T07:00:00.000Z,1660464985.0,475.0,71.22
2022-08-14T08:00:00.000Z,1660468585.0,464.0,69.44
2022-08-14T09:00:00.000Z,1660472185.0,458.0,68.59
2022-08-14T10:00:00.000Z,1660475785.0,458.0,68.56
2022-08-14T11:00:00.000Z,1660479385.0,465.0,69.85
2022-08-14T12:00:00.000Z,1660482985.0,470.0,70.69
2022-08-14T13:00:00.000Z,1660486585.0,479.0,72.09
2022-08-14T14:00:00.000Z,1660490185.5,487.0,73.32
2022-08-14T15:00:00.000Z,1660493785.0,501.0,75.6
2022-08-14T16:00:00.000Z,1660497386.0,510.0,77.49
2022-08-14T17:00:00.000Z,1660500985.0,514.0,78.67
2022-08-14T18:00:00.000Z,1660504585.0,514.0,79.15
2022-08-14T19:00:00.000Z,1660508185.0,512.0,79.21
2022-08-14T20:00:00.000Z,1660511785.0,512.0,79.33
2022-08-14T21:00:00.000Z,1660515385.0,509.0,79.02
2022-08-14T22:00:00.000Z,1660518985.5,507.0,78.92
2022-08-15T00:00:00.000Z,1660527085.0,508.0,79.08
2022-08-15T01:00:00.000Z,1660529785.0,509.0,79.06
2022-08-15T02:00:00.000Z,1660533385.0,516.0,79.74
2022-08-15T03:00:00.000Z,1660536985.0,516.0,79.43
2022-08-15T04:00:00.000Z,1660540585.0,507.0,77.37
2022-08-15T05:00:00.000Z,1660545085.0,497.0,75.18
2022-08-15T06:00:00.000Z,1660547785.0,494.0,74.18
2022-08-15T07:00:00.000Z,1660551384.5,479.0,71.87
2022-08-15T08:00:00.000Z,1660554985.0,469.0,70.22
2022-08-15T09:00:00.000Z,1660557685.0,464.0,69.47
2022-08-15T10:00:00.000Z,1660562184.5,463.0,69.39
2022-08-15T11:00:00.000Z,1660565785.0,466.0,70.04
2022-08-15T12:00:00.000Z,1660569385.5,474.0,71.46
2022-08-15T13:00:00.000Z,1660572985.5,483.0,72.81
2022-08-15T14:00:00.000Z,1660576585.5,492.0,74.21
2022-08-15T15:00:00.000Z,1660581085.0,506.0,76.41
2022-08-15T16:00:00.000Z,1660584686.0,515.0,78.23
2022-08-15T17:00:00.000Z,1660587385.0,518.0,79.17
2022-08-15T18:00:00.000Z,1660590984.5,517.0,79.63
2022-08-15T19:00:00.000Z,1660595485.0,514.0,79.55
2022-08-15T20:00:00.000Z,1660598185.5,512.0,79.44
2022-08-15T21:00:00.000Z,1660601785.0,511.0,79.44
2022-08-15T22:00:00.000Z,1660605385.0,511.0,79.4
2022-08-15T23:00:00.000Z,1660608985.0,511.0,79.54
2022-08-16T00:00:00.000Z,1660612585.0,510.0,79.43
2022-08-16T01:00:00.000Z,1660616185.0,510.0,79.24
2022-08-16T02:00:00.000Z,1660619785.0,518.0,80.23
2022-08-16T03:00:00.000Z,1660623385.0,518.0,79.84
2022-08-16T04:00:00.000Z,1660626985.0,510.0,77.78
2022-08-16T05:00:00.000Z,1660630585.0,498.0,75.36
2022-08-16T06:00:00.000Z,1660634185.0,492.0,74.05
2022-08-16T07:00:00.000Z,1660637785.0,478.0,71.67
2022-08-16T08:00:00.000Z,1660641384.5,467.0,69.92
2022-08-16T09:00:00.000Z,1660645885.0,462.0,69.2
2022-08-16T10:00:00.000Z,1660648585.0,463.0,69.43
2022-08-16T11:00:00.000Z,1660652185.0,466.0,70.13
2022-08-16T12:00:00.000Z,1660656685.0,474.0,71.48
2022-08-16T13:00:00.000Z,1660659385.0,483.0,72.73
2022-08-16T14:00:00.000Z,1660662985.0,490.0,73.93
2022-08-16T15:00:00.000Z,1660666585.5,503.0,76.1
2022-08-16T16:00:00.000Z,1660670185.5,513.0,78.08
2022-08-16T17:00:00.000Z,1660673785.0,517.0,79.14
2022-08-16T18:00:00.000Z,1660677385.0,517.0,79.72
2022-08-16T19:00:00.000Z,1660680985.0,515.0,79.72
2022-08-16T20:00:00.000Z,1660684585.0,512.0,79.43
2022-08-16T21:00:00.000Z,1660688185.5,512.0,79.65
2022-08-16T22:00:00.000Z,1660691785.0,511.0,79.41
2022-08-16T23:00:00.000Z,1660695386.0,509.0,79.33
2022-08-17T00:00:00.000Z,1660698985.0,508.0,79.18
2022-08-17T01:00:00.000Z,1660702585.5,510.0,79.24
2022-08-17T02:00:00.000Z,1660706185.0,517.0,79.99
2022-08-17T03:00:00.000Z,1660709784.5,516.0,79.64
2022-08-17T04:00:00.000Z,1660713385.0,507.0,77.48
2022-08-17T05:00:00.000Z,1660716984.5,496.0,75.07
2022-08-17T06:00:00.000Z,1660720585.0,491.0,73.95
2022-08-17T07:00:00.000Z,1660725085.0,476.0,71.45
2022-08-17T08:00:00.000Z,1660727784.5,469.0,70.17
2022-08-17T09:00:00.000Z,1660731386.0,463.0,69.35
2022-08-17T10:00:00.000Z,1660734985.0,462.0,69.42
2022-08-17T11:00:00.000Z,1660738584.0,466.0,70.15
2022-08-17T12:00:00.000Z,1660743085.0,472.0,71.34
2022-08-17T13:00:00.000Z,1660745786.0,482.0,72.61
2022-08-17T14:00:00.000Z,1660749385.5,492.0,74.21
2022-08-17T15:00:00.000Z,1660752985.0,504.0,76.27
2022-08-17T16:00:00.000Z,1660756585.5,512.0,77.87
2022-08-17T17:00:00.000Z,1660760186.0,516.0,78.95
2022-08-17T18:00:00.000Z,1660763785.0,515.0,79.33
2022-08-17T19:00:00.000Z,1660767385.5,513.0,79.22
2022-08-17T20:00:00.000Z,1660770985.5,511.0,79.14
2022-08-17T21:00:00.000Z,1660774585.0,512.0,79.44
2022-08-17T22:00:00.000Z,1660778185.0,510.0,79.21
2022-08-17T23:00:00.000Z,1660781785.0,509.0,79.09
2022-08-18T00:00:00.000Z,1660785385.5,508.0,79.02
2022-08-18T01:00:00.000Z,1660788985.0,512.0,79.37
2022-08-18T02:00:00.000Z,1660792585.5,519.0,80.14
2022-08-18T03:00:00.000Z,1660796184.5,518.0,79.8
2022-08-18T04:00:00.000Z,1660799784.5,509.0,77.67
2022-08-18T05:00:00.000Z,1660803385.0,500.0,75.72
2022-08-18T06:00:00.000Z,1660806984.5,493.0,74.31
2022-08-18T07:00:00.000Z,1660810584.5,479.0,71.86
2022-08-18T08:00:00.000Z,1660814184.5,471.0,70.51
2022-08-18T09:00:00.000Z,1660817784.5,465.0,69.67
2022-08-18T10:00:00.000Z,1660821384.5,464.0,69.64
2022-08-18T11:00:00.000Z,1660824985.0,469.0,70.49
2022-08-18T12:00:00.000Z,1660828585.0,477.0,72.02
2022-08-18T13:00:00.000Z,1660832185.5,486.0,73.25
2022-08-18T14:00:00.000Z,1660835785.5,493.0,74.46
2022-08-18T15:00:00.000Z,1660839385.0,503.0,76.22
2022-08-18T16:00:00.000Z,1660842985.0,513.0,78.0
2022-08-18T17:00:00.000Z,1660846585.0,516.0,78.89
2022-08-18T18:00:00.000Z,1660850185.5,517.0,79.5
2022-08-18T19:00:00.000Z,1660853785.0,516.0,79.72
2022-08-18T20:00:00.000Z,1660857385.0,514.0,79.56
2022-08-18T21:00:00.000Z,1660860984.5,514.0,79.64
2022-08-18T22:00:00.000Z,1660864585.0,513.0,79.48
2022-08-18T23:00:00.000Z,1660868185.0,511.0,79.34
2022-08-19T00:00:00.000Z,1660871785.0,511.0,79.38
2022-08-19T01:00:00.000Z,1660876285.0,515.0,79.8
2022-08-19T02:00:00.000Z,1660878984.5,522.0,80.53
2022-08-19T03:00:00.000Z,1660882584.5,521.0,80.16
2022-08-19T04:00:00.000Z,1660886185.0,510.0,77.87
2022-08-19T05:00:00.000Z,1660889784.5,501.0,75.91
2022-08-19T06:00:00.000Z,1660893385.0,494.0,74.43
2022-08-19T07:00:00.000Z,1660896986.0,480.0,71.97
2022-08-19T08:00:00.000Z,1660900584.5,472.0,70.59
2022-08-19T09:00:00.000Z,1660904185.5,469.0,70.18
2022-08-19T10:00:00.000Z,1660907784.5,467.0,69.88
2022-08-19T11:00:00.000Z,1660911385.5,470.0,70.61
2022-08-19T12:00:00.000Z,1660914985.0,477.0,72.13
2022-08-19T13:00:00.000Z,1660918584.5,486.0,73.34
2022-08-19T14:00:00.000Z,1660922185.0,493.0,74.48
2022-08-19T15:00:00.000Z,1660925785.0,505.0,76.33
2022-08-19T16:00:00.000Z,1660929385.0,515.0,78.26
2022-08-19T17:00:00.000Z,1660932985.0,518.0,79.03
2022-08-19T18:00:00.000Z,1660936585.0,519.0,79.67
2022-08-19T19:00:00.000Z,1660940184.5,515.0,79.42
2022-08-19T20:00:00.000Z,1660943785.0,512.0,79.1
2022-08-19T21:00:00.000Z,1660947384.5,512.0,79.23
2022-08-19T22:00:00.000Z,1660950985.0,510.0,78.97
2022-08-19T23:00:00.000Z,1660954585.0,509.0,78.98
2022-08-20T00:00:00.000Z,1660958185.5,509.0,78.92
